"TIME","GEO","WORKTIME","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2004","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.8",""
"2004","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.2",""
"2004","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.9",""
"2004","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.2",""
"2004","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.0",""
"2004","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.0",""
"2004","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.0",""
"2004","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.3",""
"2004","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.3",""
"2004","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.5",""
"2004","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.9",""
"2004","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.2","e"
"2004","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.5","e"
"2004","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.2",""
"2004","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.0",""
"2004","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.5",""
"2004","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.2",""
"2004","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.4","b"
"2004","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.3","b"
"2004","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.6",""
"2004","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.4",""
"2004","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2004","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2004","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.9",""
"2004","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.7",""
"2004","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.6","e"
"2004","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.4","e"
"2004","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","12.5","b"
"2004","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","12.4","b"
"2004","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.5","e"
"2004","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.4","e"
"2004","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.9",""
"2004","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.6",""
"2004","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.4",""
"2004","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.3",""
"2004","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.3",""
"2004","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.4",""
"2004","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.4",""
"2004","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.4",""
"2004","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.3",""
"2004","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.4",""
"2004","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","45.1",""
"2004","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","42.1",""
"2004","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.4","b"
"2004","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.9","b"
"2004","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.8","b"
"2004","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.1","b"
"2004","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.3",""
"2004","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.2",""
"2004","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.5",""
"2004","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.1",""
"2004","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.9",""
"2004","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.1",""
"2004","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.5",""
"2004","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.5",""
"2004","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","13.2",""
"2004","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.8",""
"2004","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.8",""
"2004","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.3",""
"2004","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.7","b"
"2004","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.9","b"
"2004","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.6",""
"2004","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.5",""
"2004","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","28.6",""
"2004","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","26.4",""
"2004","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2004","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2004","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2004","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2004","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2004","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2005","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.2",""
"2005","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.5",""
"2005","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.2",""
"2005","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.6",""
"2005","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.7",""
"2005","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.0",""
"2005","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.9",""
"2005","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.6",""
"2005","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.0",""
"2005","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.7",""
"2005","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.1",""
"2005","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.8",""
"2005","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.7",""
"2005","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.4",""
"2005","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","1.8",""
"2005","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","1.8",""
"2005","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.4",""
"2005","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.3",""
"2005","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.5",""
"2005","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.9",""
"2005","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.4","b"
"2005","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total","23.7","b"
"2005","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.8",""
"2005","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.7",""
"2005","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.7","e"
"2005","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.6","e"
"2005","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.8",""
"2005","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.7",""
"2005","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","12.0","b"
"2005","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.7","b"
"2005","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2005","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2005","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.1",""
"2005","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.9",""
"2005","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.6","e"
"2005","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.3","e"
"2005","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","12.7",""
"2005","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","12.6",""
"2005","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.6",""
"2005","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.5",""
"2005","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.6",""
"2005","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.3",""
"2005","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.9",""
"2005","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.9",""
"2005","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.4",""
"2005","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.4",""
"2005","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","3.9",""
"2005","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.9",""
"2005","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.0","b"
"2005","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.0","b"
"2005","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","45.7",""
"2005","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","42.7",""
"2005","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.0",""
"2005","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.5",""
"2005","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.8",""
"2005","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.2",""
"2005","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.2",""
"2005","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.2",""
"2005","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.2",""
"2005","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.7",""
"2005","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.8",""
"2005","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.8",""
"2005","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.4",""
"2005","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.4",""
"2005","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","13.2",""
"2005","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.9",""
"2005","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.5","b"
"2005","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.4","b"
"2005","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.2",""
"2005","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.5",""
"2005","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.7",""
"2005","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.4",""
"2005","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","27.7",""
"2005","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.6",""
"2005","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2005","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2005","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2005","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2005","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2005","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2006","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.4",""
"2006","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.8",""
"2006","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.5",""
"2006","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.8",""
"2006","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.1",""
"2006","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.4",""
"2006","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.5",""
"2006","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.1",""
"2006","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.6",""
"2006","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.2",""
"2006","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.7",""
"2006","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.3",""
"2006","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.0",""
"2006","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.8",""
"2006","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","1.7",""
"2006","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","1.6",""
"2006","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.4",""
"2006","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.4",""
"2006","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.9",""
"2006","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.8",""
"2006","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.2",""
"2006","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.5",""
"2006","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.8",""
"2006","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.6",""
"2006","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.6",""
"2006","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.4",""
"2006","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.5",""
"2006","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.4",""
"2006","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","11.6",""
"2006","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.3",""
"2006","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2006","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2006","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.1",""
"2006","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.9",""
"2006","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.1","e"
"2006","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.9","e"
"2006","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","13.1",""
"2006","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","13.0",""
"2006","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.6",""
"2006","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.5",""
"2006","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.9",""
"2006","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.6",""
"2006","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","10.0",""
"2006","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.9",""
"2006","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.1",""
"2006","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.1",""
"2006","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","3.7",""
"2006","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.7",""
"2006","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.7",""
"2006","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.0",""
"2006","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","45.8",""
"2006","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","42.6",""
"2006","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.5",""
"2006","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.1",""
"2006","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.9",""
"2006","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.4",""
"2006","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.2",""
"2006","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.1",""
"2006","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.6",""
"2006","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.2",""
"2006","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.0",""
"2006","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.1",""
"2006","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.7",""
"2006","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.6",""
"2006","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","13.5",""
"2006","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","12.0",""
"2006","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.6",""
"2006","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.7",""
"2006","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.2",""
"2006","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.4",""
"2006","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2006","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2006","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","28.0","b"
"2006","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.7","b"
"2006","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2006","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2006","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.3",""
"2006","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.1",""
"2006","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.2",""
"2006","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.0",""
"2007","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.5",""
"2007","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.8",""
"2007","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.5",""
"2007","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.9",""
"2007","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.3",""
"2007","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.6",""
"2007","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.6",""
"2007","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.2",""
"2007","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.7",""
"2007","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.3",""
"2007","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.8",""
"2007","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.4",""
"2007","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.9",""
"2007","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.7",""
"2007","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","1.4",""
"2007","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","1.4",""
"2007","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.4",""
"2007","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.3",""
"2007","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.0",""
"2007","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.5",""
"2007","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.4",""
"2007","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.6",""
"2007","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.1",""
"2007","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.9",""
"2007","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.4","b"
"2007","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.2","b"
"2007","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.4",""
"2007","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.3",""
"2007","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","11.4",""
"2007","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.1",""
"2007","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2007","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2007","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.2",""
"2007","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.0",""
"2007","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.1",""
"2007","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.0",""
"2007","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","13.4",""
"2007","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","13.4",""
"2007","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.4",""
"2007","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.2",""
"2007","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.6",""
"2007","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.1",""
"2007","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.6",""
"2007","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.5",""
"2007","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.8","b"
"2007","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.8","b"
"2007","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","3.9",""
"2007","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.8",""
"2007","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","10.6",""
"2007","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.6",""
"2007","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","46.3",""
"2007","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","43.1",""
"2007","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.0","b"
"2007","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.4","b"
"2007","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.5",""
"2007","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.0",""
"2007","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.9",""
"2007","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.8",""
"2007","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.6",""
"2007","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.2",""
"2007","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.1",""
"2007","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.0",""
"2007","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.5",""
"2007","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.4",""
"2007","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","13.4",""
"2007","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.9",""
"2007","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","23.5",""
"2007","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.7",""
"2007","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.1","b"
"2007","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.4","b"
"2007","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.1",""
"2007","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.5",""
"2007","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","27.4",""
"2007","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","25.0",""
"2007","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2007","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2007","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.4",""
"2007","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.1",""
"2007","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.9",""
"2007","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.8",""
"2008","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.5",""
"2008","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.8",""
"2008","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.6",""
"2008","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.9",""
"2008","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.4",""
"2008","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.7",""
"2008","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.7",""
"2008","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.3",""
